transaction_id,customer_id,customer_name,customer_email,transaction_type,transaction_amount,currency,payment_method,card_brand,transaction_status,transaction_timestamp
843e68bb-45e1-475e-8c75-d845359b5445,9bc362df-9b2b-4bc5-9cce-51642f14b40c,Erica Bishop,oalexander@example.net,cancellation_fee,-130.58,USD,Card,Discover,SUCCESS,2026-06-07T01:28:16.123970+00:00
d32446f7-40a3-46bb-adb2-25ce7e2ebc4c,bf85e13b-1cbd-4ae4-87ce-878dbecb9e0f,Maria Simmons,bakerscott@example.net,cancellation_fee,-147.68,USD,Wallet,,SUCCESS,2026-06-07T03:21:22.985632+00:00
55b744cf-fa0a-418d-b915-1f290111e724,a2bb1028-1a2e-4884-b4ac-71c1d71fa51f,Erika Porter,sandra17@example.net,cancellation_fee,-78.06,USD,Wallet,,SUCCESS,2026-06-07T04:57:28.656604+00:00
9193969c-823e-465d-b246-ef3cf1afdffd,4b75ca52-ae96-400a-b356-78ea7e04d9ae,Emily Wilson,donna80@example.com,refund,-77.64,USD,Cash,,SUCCESS,2026-06-07T04:59:06.762728+00:00
a20b6546-70b8-4cbd-925f-28812e790bf6,434547f9-c204-4706-9729-d12752a1fd3c,Michael Melton,robertsonbrooke@example.net,tip,57.8,USD,Cash,,SUCCESS,2026-06-07T06:06:03.819670+00:00
2ebf0f0e-d9e0-4900-8025-853146221ea6,e311ce79-8f2a-4254-a71f-12c775d1243b,Emily Bell,bryan56@example.net,cancellation_fee,-30.5,USD,Cash,,SUCCESS,2026-06-07T06:07:12.040185+00:00
332c48d0-d0f1-4f92-b3a5-6075ee67b1a4,ebb7b53b-5f8c-48d1-be17-27959f16c32a,Laura Anderson,barnesfrederick@example.com,cancellation_fee,-128.63,USD,Cash,,SUCCESS,2026-06-07T06:47:13.791802+00:00
056aa41c-9d88-4129-8c8c-ecb7807074d0,41f01e6d-eda4-45f9-92c7-2d729f03ea91,James Russo,rshields@example.com,refund,-43.72,USD,Wallet,,SUCCESS,2026-06-07T07:05:53.108612+00:00
7ec5c5af-295e-450e-a92a-205f15fa1172,081bb3d5-6eed-43e2-b018-51dd7bd3deda,James Mccoy,mary42@example.com,tip,14.51,USD,Cash,,SUCCESS,2026-06-07T07:23:55.161612+00:00
fd284365-9c3a-48e6-b1b6-9f5111610bb1,49156bd2-370a-48ce-87b1-dcf11b93a63b,Seth Parker,natasha65@example.org,cancellation_fee,-57.29,USD,Card,Discover,SUCCESS,2026-06-07T07:34:26.011601+00:00
d448b6d4-c579-446d-93c7-44f7f502d1ae,fa054f78-c749-427c-ac8e-9d772d397cb1,Mark Campos,brianbrown@example.net,refund,-11.1,USD,Card,Discover,SUCCESS,2026-06-07T09:39:15.950162+00:00
69cbd1f2-224c-48a4-804f-4c497d2a3955,5dfc479d-95e3-45a0-bf77-a7ef1e664d8c,Sabrina Dennis,lknight@example.org,tip,57.24,USD,Wallet,,SUCCESS,2026-06-07T10:46:06.912520+00:00
e826999b-ed6c-49d8-a618-9c6bfae1e6ef,b21e2734-9f73-48e0-9631-6bb6bbd861f8,Amy Contreras,jill42@example.com,ride_payment,136.51,USD,Card,Amex,SUCCESS,2026-06-07T11:31:49.056387+00:00
f85ae39f-d979-44ee-8fac-2187b409af18,613ebb73-d27d-4922-8c21-68d907e8f434,Brenda Robinson,raybrittany@example.com,ride_payment,92.62,USD,Card,Discover,SUCCESS,2026-06-07T13:44:13.182426+00:00
12473c8b-7b9c-45c7-81df-11f4318b6526,309a014e-6d1c-482c-bbaf-0502798e7a68,Julia Gomez,schneidermarie@example.net,refund,-136.35,USD,Card,Mastercard,SUCCESS,2026-06-07T13:55:52.807313+00:00
bbca4de8-fcbb-49bc-b0b3-f51b00d1da77,7f322c80-56cd-48f9-8854-17572c3294c8,Marcus George,victoria74@example.com,tip,174.43,USD,Cash,,FAILED,2026-06-07T13:57:37.545860+00:00
2eeee121-1cbd-40eb-b1ba-96a2fb336f81,ceefb65c-c952-4cac-8a7b-0c385bead5b0,Troy Reyes,smithsheila@example.com,ride_payment,78.8,USD,Wallet,,SUCCESS,2026-06-07T14:00:58.281080+00:00
1f75ec23-3494-4dd6-82ac-9bcc692d4e4e,c8db0d77-597d-43ca-b97e-108de975357f,Amy Hamilton MD,hoffmanrobert@example.net,cancellation_fee,-44.09,USD,Wallet,,SUCCESS,2026-06-07T14:58:25.648630+00:00
1e53e5a4-92e6-467d-9b7f-3fd1ea76f025,7fd2e001-95d2-4758-87cc-c8b69ea142c7,Emily Williams,susan17@example.org,cancellation_fee,-59.77,USD,Wallet,,SUCCESS,2026-06-07T16:18:05.311190+00:00
85f000d5-f0d6-4c84-961f-a43bcf1d1c7c,9d9c8392-dd7f-4f66-a1d6-bbfb4ca853b1,Michael Nash,fnorman@example.org,refund,-114.7,USD,Cash,,SUCCESS,2026-06-07T16:20:14.077734+00:00
30cc7012-a4ea-4b5b-b4f8-b73ca5d6b635,308eaadc-007e-4ec5-b928-99253986bb8c,Scott Coleman,simmonsmark@example.org,tip,75.05,USD,Card,Discover,SUCCESS,2026-06-07T16:44:25.515160+00:00
a17a63b9-36b0-4582-b01d-58d2d1edb31e,f8cc2a43-402d-4d72-bb45-2fee3b50df45,Terri Page,gregorybenson@example.net,refund,-11.79,USD,Wallet,,SUCCESS,2026-06-07T18:05:27.074956+00:00
dc459ef1-2260-4158-a5dc-cb1f2875a83e,d18cd4df-e05e-428b-94dd-111bc32f500b,John Jones,sruiz@example.net,tip,52.28,USD,Card,Visa,PENDING,2026-06-07T18:06:23.689608+00:00
3ada072a-f810-4985-8b08-220e1a00a1a2,3c8dbc58-a4de-40ff-a60f-7751d12707bd,Miranda Smith,gstewart@example.net,tip,78.54,USD,Card,Discover,SUCCESS,2026-06-07T18:40:55.607365+00:00
e01860cf-9875-4d65-888a-a9b5e892cded,d8ec29e1-9beb-49cc-807e-fd333d542a0e,Lindsay Collins,markjohnson@example.net,ride_payment,139.78,USD,Wallet,,SUCCESS,2026-06-07T19:58:27.307489+00:00
f3f80a10-fc44-46f6-8c86-d1b151b9dbb9,aa7da3af-26dd-4b71-81be-4d2efa0c22cf,Jill Kline,lauramorgan@example.org,tip,140.98,USD,Cash,,SUCCESS,2026-06-07T20:44:24.300836+00:00
dbe71cb7-b664-496e-abb2-6e9a5af6421e,db2a7126-d52b-4373-a349-54c6afd79ed7,Michelle Phillips,kathleenfox@example.org,tip,50.81,USD,Cash,,SUCCESS,2026-06-07T21:36:15.519754+00:00
61ad515f-9545-4120-92da-3ceac3bcd9a7,0a231534-5894-416a-b882-067bfc052b11,Erik Coleman,richard87@example.org,cancellation_fee,-14.11,USD,Cash,,SUCCESS,2026-06-07T23:48:44.805268+00:00
d1fdd61b-870d-44a0-9d10-9bee02f8cd90,0fcbdf19-8674-4ff2-9c0d-d06292f89cd4,Thomas Smith,ryanhancock@example.net,refund,-94.6,USD,Card,Amex,SUCCESS,2026-06-08T02:28:37.233145+00:00
7083d6ed-7aa5-4ad2-b613-69fc38b2d26f,75d4e177-3545-4db9-9649-306d375fbb67,Michele Juarez,johnlynch@example.com,tip,173.85,USD,Wallet,,SUCCESS,2026-06-08T02:55:56.057497+00:00
657a0f0d-485f-4544-ad96-29394cb55872,ef95c20b-7d56-489b-a457-b80138c5f3a0,Joann Torres,angela71@example.net,tip,179.87,USD,Card,Discover,SUCCESS,2026-06-08T03:37:29.973940+00:00
2dfc9099-7c2a-434d-8db5-98c183763f8a,00b6bcb7-1be9-4467-9c58-0ef3e79f8e1f,Patrick Mays,paulrenee@example.com,ride_payment,126.35,USD,Wallet,,SUCCESS,2026-06-08T09:29:17.077427+00:00
d7d22a22-d24d-4bc4-8efa-8495a4104768,9030af26-f546-4da9-afab-4307e8ef6a76,Joshua Sparks,krystal58@example.net,cancellation_fee,-15.53,USD,Card,Discover,SUCCESS,2026-06-08T10:35:24.868939+00:00
f480a7b7-ecca-4607-878e-447bbec0bbca,896d1157-eed0-4b5f-91e8-8faf162c3896,Terri Bradley,jose54@example.com,tip,74.39,USD,Cash,,REFUNDED,2026-06-08T12:23:58.368563+00:00
4bb31e63-1739-4397-b355-b853aa3cb7c4,0bc7857d-bf20-4b63-8a18-d88f10c80cd9,Susan Dudley,annette65@example.net,refund,-49.7,USD,Card,Visa,SUCCESS,2026-06-08T13:01:30.403396+00:00
7fcb685e-8929-476c-ac2b-34fa6b048f7e,a91631ba-c2f9-4442-92d4-260a55668066,Carolyn Cruz,marie13@example.org,cancellation_fee,-116.05,USD,Card,Visa,SUCCESS,2026-06-08T13:05:48.709936+00:00
161d1047-9851-4ace-a40d-b0be412d7f1d,8e620be5-e9d0-4c1c-9321-cb5903797fd2,Thomas Edwards,delgadosheri@example.org,refund,-164.46,USD,Card,Mastercard,SUCCESS,2026-06-08T14:10:39.363689+00:00
d4b151c3-023a-4683-9ac5-25f592b70469,1227e867-e6f2-4cd9-927e-5837394fce8a,Brenda Mcdaniel,lopezannette@example.net,ride_payment,83.78,USD,Card,Mastercard,SUCCESS,2026-06-08T14:37:57.700991+00:00
5db10406-ecdc-433b-9d6a-425a5f367831,1a3f4909-3415-4262-8b82-2bf32122e6ed,Michael White,ocarroll@example.org,refund,-50.48,USD,Wallet,,SUCCESS,2026-06-08T17:17:23.963014+00:00
11bc2062-85c8-4fcd-a0b4-bfee1ae3df28,c0c54e73-66b7-454a-b5c4-bdaa5a81a09c,Kevin Mccoy,sara18@example.com,tip,118.35,USD,Wallet,,SUCCESS,2026-06-08T17:35:22.654737+00:00
29aa2371-8f5e-4ec3-a751-b48d612c2aef,56d53c5a-3eef-46fd-aaa7-ba2f5e2bdc96,Nicole Crawford PhD,ashley41@example.net,ride_payment,174.8,USD,Card,Amex,SUCCESS,2026-06-08T17:58:45.053676+00:00
eb04384b-cf58-4055-8ebd-4165b4def44e,96e04576-49f0-40e7-a948-947bffe1123c,George Alvarado,mirandakelsey@example.com,refund,-111.05,USD,Wallet,,SUCCESS,2026-06-08T19:03:14.056883+00:00
2f29e349-c82a-4fdb-97b4-5b82043410a0,16e6573f-9b20-4461-ad36-e00f8b45ac0d,Carlos Olsen,dustinsellers@example.com,cancellation_fee,-179.37,USD,Card,Amex,SUCCESS,2026-06-08T19:52:22.114816+00:00
ec5861b0-45cd-48e8-9d91-926f52c397ef,91baafa2-63cc-477a-b59b-8f0b42dbc731,Mark Hicks,ledwards@example.org,ride_payment,95.39,USD,Card,Visa,REFUNDED,2026-06-09T00:15:18.946784+00:00
c131728b-bda8-4185-838e-b7c75af6c6bd,d147ddf9-a06d-4428-9f34-8bc3528f6419,Melissa Peters MD,vegaderek@example.net,refund,-86.1,USD,Cash,,FAILED,2026-06-09T01:22:54.909049+00:00
3512af06-8ae5-4b22-9b4b-34355110fdd5,e196dc85-4a23-4ec0-aea4-23e368291908,Steven Cain,martin53@example.com,ride_payment,153.42,USD,Wallet,,SUCCESS,2026-06-09T01:34:52.654963+00:00
6d5b7331-c255-481b-8c6e-8aca6ce9fde7,130150d5-e5f2-45da-8fc3-170b4efbfab5,Mark Ross,hacosta@example.org,ride_payment,64.12,USD,Wallet,,SUCCESS,2026-06-09T02:50:52.234641+00:00
df10a767-a829-4ce7-aba2-f7197c37f0a3,f5d86bc2-2566-4227-b8c5-098174e79b80,Katherine Boyd,shane85@example.net,cancellation_fee,-80.88,USD,Card,Mastercard,PENDING,2026-06-09T04:16:18.356860+00:00
f418af97-c3b9-4836-b0fb-26fd56f0d3cc,c91db3ed-dc3e-459e-8439-f37eb56ebbb5,Jennifer Jones,wdunn@example.org,refund,-135.36,USD,Cash,,SUCCESS,2026-06-09T04:16:20.728055+00:00
710bb752-8a01-4e9f-9213-27b24b691f61,3f269f97-1568-4622-b41c-1f7ed09e65c7,Howard Aguilar,stephen14@example.com,refund,-121.57,USD,Cash,,SUCCESS,2026-06-09T09:57:15.671559+00:00
1401c5c8-8fe5-4820-bec9-912f3a10d4b9,e60d381e-e03f-4595-9bbb-87012c480692,David Berg,patriciasmith@example.org,tip,156.42,USD,Wallet,,SUCCESS,2026-06-09T10:40:23.782237+00:00
d9b6469b-44e8-4988-be9d-a8bf2c0c4c39,28983ad8-d9e9-4dac-b57b-a129c061230d,Christopher Camacho,avega@example.org,cancellation_fee,-169.28,USD,Cash,,SUCCESS,2026-06-09T12:09:31.049451+00:00
1c4eeb3b-57ef-46c7-96da-5e0fe5f005b0,46b130d1-1435-484d-88b3-22c41566d17d,Joshua Meyer,laurie39@example.com,ride_payment,103.62,USD,Wallet,,SUCCESS,2026-06-09T13:09:19.477197+00:00
cdd454da-a1d1-4bb1-9119-443cecc26400,3de8d4d5-de02-4e7f-8bfb-4659823df05c,Kimberly Carlson,nnash@example.com,tip,171.68,USD,Wallet,,SUCCESS,2026-06-09T13:32:42.609313+00:00
364250e1-8030-46a0-9fb6-bacc817068f5,48d51a2a-1348-4880-a3ce-be8f93d1ebe2,Sarah Ryan,deankylie@example.net,tip,155.05,USD,Wallet,,SUCCESS,2026-06-09T13:34:31.464423+00:00
b797c6ad-c881-45b0-8aba-134b1f69df52,740cfbad-f05e-4aaf-9f07-6bcf814145dc,Tamara Webb,ricecharles@example.net,refund,-24.71,USD,Wallet,,SUCCESS,2026-06-09T14:20:41.626373+00:00
edba892c-1f9c-4b6d-a1bd-4c36769d0a08,a0c3ce3a-8ec2-47c7-b303-4359ec08487b,Adam Lyons,bthomas@example.net,cancellation_fee,-16.63,USD,Wallet,,SUCCESS,2026-06-09T14:59:39.766876+00:00
c4efb307-e66c-4ed0-8e59-bdd3b62fbbcc,0fb7123d-7899-479c-96a6-f6a797c42bf3,Jessica Benitez,evanberry@example.com,refund,-88.69,USD,Wallet,,SUCCESS,2026-06-09T15:12:37.259961+00:00
bd59e9b6-29fd-439f-9a24-41a4cf2df9dd,02ce87a5-b5c1-4275-aab1-bbef4a2b957c,Jeremiah Larsen,ulane@example.com,refund,-161.82,USD,Wallet,,FAILED,2026-06-09T16:15:06.055090+00:00
fc0d9ce0-b291-4736-9e8d-7b9f7d2c8c9d,9d530c0e-bba3-41e3-9883-0edeb7557d8c,Alexander Khan,snorton@example.org,cancellation_fee,-103.28,USD,Wallet,,SUCCESS,2026-06-09T16:23:54.961343+00:00
ee05db03-9d1e-4761-b433-392dd2e6c9c0,79fbabef-aef0-4b1e-a4c1-3e51a933b245,Dr. Travis Jordan,matajason@example.net,cancellation_fee,-39.04,USD,Cash,,SUCCESS,2026-06-09T17:07:15.923434+00:00
5f343280-182f-4010-86a8-e6b0d76b1e4b,301b1a80-c3f2-4596-9c51-d64fc1130b50,Pamela Wilson,craig74@example.net,ride_payment,132.37,USD,Wallet,,SUCCESS,2026-06-09T18:39:11.266716+00:00
ad06db86-87db-45ac-b198-97cdd885f3e6,d94f6f4f-9b5a-422c-a1cd-1ded3f8a0381,Katie Day,jacob32@example.com,refund,-120.7,USD,Cash,,SUCCESS,2026-06-09T21:07:59.676460+00:00
961175e6-30e0-4e24-945d-9d25a4d01ccc,300eb85e-96e3-4ef6-bf82-b53257c8de0c,Sandra Chavez,brittanysmith@example.com,tip,148.76,USD,Wallet,,FAILED,2026-06-09T23:52:21.513241+00:00
23ddbd11-f777-45d4-bc0a-75c9943eb836,fa60c694-f6f1-4bc6-97d5-db758548e567,Sarah Hart,michael30@example.com,tip,165.11,USD,Cash,,SUCCESS,2026-06-10T00:47:43.107312+00:00
58d4bcd5-5169-4b4c-80c7-4aef48d7614c,ba1738ed-907d-4833-b49a-4406fcf5a439,Cheryl Williams,shepherdmark@example.org,tip,63.55,USD,Cash,,SUCCESS,2026-06-10T01:18:19.541677+00:00
fa78d4c2-6342-45b0-8fb8-1f3d70e26d13,04a0ffed-3f15-4e69-87ad-a2a0fb0d9cd1,Paul Hudson,melissa87@example.com,tip,122.49,USD,Cash,,SUCCESS,2026-06-10T01:39:49.246517+00:00
f8c3376f-7e6c-421b-8f57-2e830ee4181a,d0015f56-ea9c-42ab-b14b-99829fa9e755,Michael Moses,jgarrison@example.org,ride_payment,102.21,USD,Card,Visa,SUCCESS,2026-06-10T02:24:00.411988+00:00
a2b4f7b3-145e-4379-8412-e555c4894a97,4135de42-9e51-4ea1-b6a7-9b938a3ee165,Amy Smith,wkelly@example.org,cancellation_fee,-122.51,USD,Cash,,SUCCESS,2026-06-10T02:26:27.009664+00:00
13df2307-6b37-41de-9bf5-3aa7f5ca4345,f6c93865-1db7-410b-8984-2b774be143b2,Darlene Johnson,ricardo99@example.org,ride_payment,22.78,USD,Wallet,,SUCCESS,2026-06-10T03:51:36.669789+00:00
3d35acaa-6c1c-4ec9-8d96-e39af3a32148,4b422bcd-0d8e-4774-b366-61c3db24571a,Paul Ramirez,hcarpenter@example.com,tip,137.49,USD,Card,Amex,SUCCESS,2026-06-10T04:29:01.158692+00:00
842a53cc-8131-43b3-a36a-1faa31335c86,cf5bed8a-24c4-4a9c-871c-1976640cf3c7,Karen Brown,donna78@example.org,cancellation_fee,-8.77,USD,Card,Discover,SUCCESS,2026-06-10T05:49:36.058080+00:00
8c9986fd-8a9a-4c52-ac08-68a65fdfe83b,d5110c4d-8dcc-4878-8b3f-7bb267807756,Lindsey Kennedy,dwilliams@example.com,cancellation_fee,-159.4,USD,Wallet,,SUCCESS,2026-06-10T06:22:44.413814+00:00
ad21eb0c-1209-400d-ac7f-6c1189f0e9bc,ee9603f9-bd6f-41ed-af80-9bb102d21b3a,Maria Simmons,oeaton@example.org,refund,-158.04,USD,Cash,,SUCCESS,2026-06-10T08:30:24.507427+00:00
e96a976f-cedc-4de7-8e40-50add7362d1f,fd3cce7d-f199-4b19-96e2-22253444c7bf,Catherine Adams,veronicabean@example.com,tip,61.56,USD,Cash,,SUCCESS,2026-06-10T16:02:23.016839+00:00
c01f0cc2-5b8d-45b6-870d-85dc5e7c78a0,e8c4f535-4056-48ed-82ce-0dfa7bd9b3a0,Sean Wagner,fernandezsheila@example.com,ride_payment,10.46,USD,Wallet,,REFUNDED,2026-06-10T18:37:00.208764+00:00
64c758ce-6377-4674-a6e5-a033075a1bf1,9af54fdc-bd0d-4382-ac6b-ae9352472b35,Diane Martinez,ellisjavier@example.org,refund,-163.05,USD,Wallet,,SUCCESS,2026-06-10T19:00:25.247921+00:00
c0f6d2bd-7b5c-413f-97df-f3a9a8962d37,34f3061a-aa18-49ff-a283-4b42b7d5d068,Joshua Christensen,charlesburns@example.org,cancellation_fee,-142.0,USD,Cash,,SUCCESS,2026-06-10T20:49:59.928506+00:00
f0c509d4-8d80-47db-886c-edbc4e98ba3b,04dad654-0dac-4475-be62-cb54e1e2c448,Tyler Norris,plynn@example.com,ride_payment,161.61,USD,Card,Discover,SUCCESS,2026-06-10T22:16:10.971204+00:00
6ac6b2a1-4b7e-4b09-8d33-a02c142b7328,9301f7f1-06f7-4b81-82d1-32a644370750,Tim Smith,rachel23@example.org,refund,-47.61,USD,Wallet,,SUCCESS,2026-06-11T01:44:56.865442+00:00
cdd36422-5874-4490-beaf-1bb187584eb9,6b895cd5-c101-49a0-adad-1402fb8fc08b,Laura Romero,carolyn20@example.com,refund,-5.37,USD,Card,Mastercard,REFUNDED,2026-06-11T04:00:22.821874+00:00
6a30bde8-0346-4b39-b5f2-291da4f401ba,51b1f774-afae-4588-9968-6632a27f08a3,Vicki Patrick,pottschase@example.com,refund,-103.1,USD,Card,Visa,SUCCESS,2026-06-11T04:08:47.356538+00:00
86a7f587-339e-432d-aeb7-cec86aad135b,61d743d8-906c-44f4-bd67-e60e8e696457,Alexander Phillips,huntmatthew@example.net,tip,107.58,USD,Wallet,,SUCCESS,2026-06-11T04:24:27.801930+00:00
f0f37a1a-7e6a-46c7-9ee7-77706223c78d,b6f28594-7084-4824-9b19-25631a94f11e,Tiffany Bradley,tnichols@example.com,tip,7.95,USD,Cash,,SUCCESS,2026-06-11T06:47:21.437462+00:00
492fab45-2c65-4808-a129-256b0abf11db,5dcad8e5-4f71-4f38-8705-a074e3faf9c4,Edward Little,xortiz@example.net,tip,117.66,USD,Card,Discover,SUCCESS,2026-06-11T07:26:50.822444+00:00
3ff4cdca-8495-4ded-9eed-18cb86654e3d,4977b894-9057-4d21-b1c8-f8783091883e,Clayton Palmer,pball@example.org,cancellation_fee,-37.91,USD,Card,Amex,FAILED,2026-06-11T07:39:49.184346+00:00
c642ee1f-e621-498c-8f46-1fa6045c5fcd,35c663a9-af6f-4374-82d7-2d2a08db0003,Sabrina Hall,smithlaura@example.org,cancellation_fee,-140.92,USD,Card,Visa,SUCCESS,2026-06-11T09:59:59.966743+00:00
7924c6df-b478-47ce-8846-19b15c3bfa17,21c8f349-047c-435f-97f0-5be1b6ea0010,Daniel Nguyen,virginia89@example.org,cancellation_fee,-144.34,USD,Cash,,SUCCESS,2026-06-11T10:15:03.897229+00:00
aeefc507-ee66-4369-9604-62590d8ad0c9,ff6770e0-e4ed-4a4e-aa6b-cca33e45f833,Cindy White,steven82@example.net,ride_payment,109.39,USD,Wallet,,SUCCESS,2026-06-11T10:30:46.901398+00:00
